dist_bin,count,mean_error,median_error,std_error,pct_90_error
0-1mi,241269,1.1062010606923414,0.9700018571978042,2.2119995443947946,1.6888919068944457
1-2mi,332073,1.0734081174652916,0.8432166883558541,1.5080569288228685,1.9452015891156709
2-3mi,152920,1.267847532676201,0.9073262969436602,1.8988876771222534,2.5247942053437242
3-5mi,103853,1.641321481884979,1.0638052781013663,3.04088006685515,3.325815407341217
5-8mi,49903,2.0343366002944396,1.0524847103561967,4.275173851450993,3.950466633273398
8-12mi,50515,2.3432231617027752,1.032915039264033,5.064722634903767,4.619303555528902
12-20mi,47666,5.7465035865870036,2.9400781583357656,8.011492175457022,15.612438326443925
20mi+,9878,17.603491972078192,12.336808097682173,19.68870946171111,39.95057168671792
