pickup_location_id,hour,day_of_week,is_weekend,ride_count
75,15,6,1,39
75,16,0,0,46
75,16,1,0,68
75,16,2,0,66
75,16,3,0,63
75,16,4,0,71
75,16,5,1,58
75,16,6,1,41
75,17,0,0,50
75,17,1,0,62
75,17,2,0,76
75,17,3,0,79
75,17,4,0,58
75,17,5,1,61
75,17,6,1,28
75,18,0,0,49
75,18,1,0,45
75,18,2,0,62
75,18,3,0,76
75,18,4,0,50
75,18,5,1,42
75,18,6,1,39
75,19,0,0,42
75,19,1,0,33
75,19,2,0,47
75,19,3,0,46
75,19,4,0,45
75,19,5,1,39
75,19,6,1,29
75,20,0,0,18
75,20,1,0,30
75,20,2,0,33
75,20,3,0,30
75,20,4,0,31
75,20,5,1,27
75,20,6,1,18
75,21,0,0,13
75,21,1,0,19
75,21,2,0,21
75,21,3,0,31
75,21,4,0,18
75,21,5,1,16
75,21,6,1,16
75,22,0,0,9
75,22,1,0,23
75,22,2,0,13
75,22,3,0,9
75,22,4,0,16
75,22,5,1,23
75,22,6,1,9
75,23,0,0,12
75,23,1,0,11
75,23,2,0,7
75,23,3,0,16
75,23,4,0,9
75,23,5,1,20
75,23,6,1,15
76,0,1,0,1
76,3,4,0,1
76,4,0,0,1
76,4,1,0,3
76,4,2,0,3
76,4,3,0,2
76,4,4,0,4
76,5,1,0,3
76,5,2,0,2
76,5,3,0,2
76,6,0,0,1
76,6,1,0,8
76,6,2,0,4
76,6,3,0,10
76,6,4,0,1
76,6,5,1,1
76,7,0,0,9
76,7,1,0,11
76,7,2,0,5
76,7,3,0,7
76,7,4,0,4
76,7,5,1,1
76,7,6,1,3
76,8,0,0,4
76,8,1,0,4
76,8,2,0,8
76,8,3,0,8
76,8,4,0,6
76,8,5,1,1
76,8,6,1,3
76,9,0,0,2
76,9,1,0,7
76,9,2,0,5
76,9,3,0,3
76,9,4,0,6
76,9,6,1,3
76,10,0,0,5
76,10,1,0,5
76,10,2,0,3
76,10,3,0,4
76,10,4,0,3
76,10,5,1,2
76,10,6,1,1
76,11,0,0,6
76,11,1,0,4
76,11,2,0,4
76,11,3,0,2
76,11,4,0,2
76,12,0,0,2
76,12,1,0,5
76,12,2,0,1
76,12,3,0,7
76,12,4,0,2
76,12,5,1,1
76,12,6,1,1
