term,coef,hc3_se,ci_low,ci_high
const,2.451194975372533,0.03190487898400552,2.3886625616327732,2.513727389112293
trip_distance,2.567614213956641,0.013322141486235386,2.541503296446673,2.593725131466609
duration_minutes,0.5045398590495872,0.004487501858657135,0.49574451702606265,0.5133352010731117
time_peak,-0.16031030054647388,0.01195343999199815,-0.183738612422151,-0.13688198867079676
time_overnight,-0.2516389915256298,0.020240794530706572,-0.29131021982428995,-0.2119677632269696
