term,coef,hc3_se,ci_low,ci_high,beta_std
const,2.401181002023395,0.021782477494619607,2.3584881306398864,2.4438738734069037,
trip_distance,2.5578836379737404,0.01270304523382685,2.5329861268214566,2.582781149126024,0.6116591459457865
duration_minutes,0.5073112116088268,0.004326896522237817,0.498830650260409,0.5157917729572444,0.45372264855031874
pickup_hour,-0.0052757661449392085,0.001304681301429701,-0.00783289450704427,-0.002718637782834148,
