feature,raw_coef_dollars,std_err,p_value
const,4.139034063063756,0.007183141524737918,0.0
trip_distance,3.0497787415560027,0.0016645832678704006,0.0
trip_duration_minutes,0.2828748534294776,0.0005782744123400441,0.0
