speed_bin,count,mean_speed,mean_residual,pct_90_residual
0-5 (Gridlock),69875,3.9551558213584443,2.139219207325941,5.243297889449009
5-8 (Heavy),260486,6.675517396439815,0.499252763278618,2.5216645577603467
8-12 (Moderate),361258,9.800790367508018,-0.4056494471491447,1.014407556691549
12-15 (Light),119872,13.303873364688473,-0.8366899124741509,0.9218408892950302
15-20 (Cruising),83715,17.143605538030595,-1.0339742226738489,1.4754439859475272
20-30 (Fast),67354,24.108275613964427,-0.38758242446929675,1.9072510459024488
30+ (Highway),25517,35.56003033021405,3.1342980141674435,19.481196050815733
