pickup_datetime,trips
2024-02-06 19:00:00,6108
2024-02-06 20:00:00,5855
2024-02-06 21:00:00,6294
2024-02-06 22:00:00,4711
2024-02-06 23:00:00,2590
2024-02-07 00:00:00,1099
2024-02-07 01:00:00,459
2024-02-07 02:00:00,268
2024-02-07 03:00:00,157
2024-02-07 04:00:00,236
2024-02-07 05:00:00,568
2024-02-07 06:00:00,1482
2024-02-07 07:00:00,3390
2024-02-07 08:00:00,4789
2024-02-07 09:00:00,4856
2024-02-07 10:00:00,4766
2024-02-07 11:00:00,4848
2024-02-07 12:00:00,5197
2024-02-07 13:00:00,5013
2024-02-07 14:00:00,5464
2024-02-07 15:00:00,5785
2024-02-07 16:00:00,5933
2024-02-07 17:00:00,7007
2024-02-07 18:00:00,7796
2024-02-07 19:00:00,6505
2024-02-07 20:00:00,6027
2024-02-07 21:00:00,6617
2024-02-07 22:00:00,5434
2024-02-07 23:00:00,2933
2024-02-08 00:00:00,1497
2024-02-08 01:00:00,660
2024-02-08 02:00:00,384
2024-02-08 03:00:00,258
2024-02-08 04:00:00,287
2024-02-08 05:00:00,609
2024-02-08 06:00:00,1533
2024-02-08 07:00:00,3529
2024-02-08 08:00:00,4692
2024-02-08 09:00:00,4948
2024-02-08 10:00:00,4765
2024-02-08 11:00:00,4931
2024-02-08 12:00:00,5387
2024-02-08 13:00:00,5464
2024-02-08 14:00:00,6025
2024-02-08 15:00:00,6260
2024-02-08 16:00:00,6516
2024-02-08 17:00:00,7509
2024-02-08 18:00:00,8662
2024-02-08 19:00:00,7479
2024-02-08 20:00:00,6954
2024-02-08 21:00:00,7122
2024-02-08 22:00:00,6415
2024-02-08 23:00:00,4089
2024-02-09 00:00:00,2455
2024-02-09 01:00:00,1362
2024-02-09 02:00:00,755
2024-02-09 03:00:00,503
2024-02-09 04:00:00,399
2024-02-09 05:00:00,579
2024-02-09 06:00:00,1297
2024-02-09 07:00:00,3028
2024-02-09 08:00:00,3993
2024-02-09 09:00:00,4294
2024-02-09 10:00:00,4594
2024-02-09 11:00:00,4629
2024-02-09 12:00:00,5084
2024-02-09 13:00:00,5231
2024-02-09 14:00:00,6011
2024-02-09 15:00:00,6064
2024-02-09 16:00:00,6363
2024-02-09 17:00:00,7050
2024-02-09 18:00:00,8327
2024-02-09 19:00:00,6774
2024-02-09 20:00:00,5481
2024-02-09 21:00:00,5824
2024-02-09 22:00:00,6122
2024-02-09 23:00:00,5559
2024-02-10 00:00:00,5038
2024-02-10 01:00:00,4185
2024-02-10 02:00:00,2894
2024-02-10 03:00:00,1759
2024-02-10 04:00:00,885
2024-02-10 05:00:00,371
2024-02-10 06:00:00,692
2024-02-10 07:00:00,1073
2024-02-10 08:00:00,1937
2024-02-10 09:00:00,3213
2024-02-10 10:00:00,4028
2024-02-10 11:00:00,4704
2024-02-10 12:00:00,5481
2024-02-10 13:00:00,5971
2024-02-10 14:00:00,5811
2024-02-10 15:00:00,5839
2024-02-10 16:00:00,6509
2024-02-10 17:00:00,6422
2024-02-10 18:00:00,6784
2024-02-10 19:00:00,6783
2024-02-10 20:00:00,5291
2024-02-10 21:00:00,5416
2024-02-10 22:00:00,6355
2024-02-10 23:00:00,6140
2024-02-11 00:00:00,4987
2024-02-11 01:00:00,4300
2024-02-11 02:00:00,3335
2024-02-11 03:00:00,2034
2024-02-11 04:00:00,1025
2024-02-11 05:00:00,443
2024-02-11 06:00:00,641
2024-02-11 07:00:00,1037
2024-02-11 08:00:00,1824
2024-02-11 09:00:00,2802
2024-02-11 10:00:00,3770
2024-02-11 11:00:00,4498
2024-02-11 12:00:00,4927
2024-02-11 13:00:00,5318
2024-02-11 14:00:00,5202
2024-02-11 15:00:00,4964
2024-02-11 16:00:00,5693
2024-02-11 17:00:00,6405
2024-02-11 18:00:00,5786
2024-02-11 19:00:00,3196
2024-02-11 20:00:00,3299
2024-02-11 21:00:00,3210
2024-02-11 22:00:00,3055
2024-02-11 23:00:00,4344
2024-02-12 00:00:00,1511
2024-02-12 01:00:00,574
2024-02-12 02:00:00,293
2024-02-12 03:00:00,223
2024-02-12 04:00:00,276
2024-02-12 05:00:00,552
2024-02-12 06:00:00,1497
2024-02-12 07:00:00,3223
2024-02-12 08:00:00,4383
2024-02-12 09:00:00,4563
2024-02-12 10:00:00,4550
2024-02-12 11:00:00,4265
2024-02-12 12:00:00,4832
2024-02-12 13:00:00,5062
2024-02-12 14:00:00,5482
2024-02-12 15:00:00,5780
2024-02-12 16:00:00,5593
2024-02-12 17:00:00,6456
2024-02-12 18:00:00,6723
2024-02-12 19:00:00,5341
2024-02-12 20:00:00,5189
2024-02-12 21:00:00,4653
2024-02-12 22:00:00,3197
2024-02-12 23:00:00,2038
2024-02-13 00:00:00,1002
2024-02-13 01:00:00,436
2024-02-13 02:00:00,245
2024-02-13 03:00:00,140
2024-02-13 04:00:00,167
2024-02-13 05:00:00,440
2024-02-13 06:00:00,1114
2024-02-13 07:00:00,2131
2024-02-13 08:00:00,2897
2024-02-13 09:00:00,2894
2024-02-13 10:00:00,2954
2024-02-13 11:00:00,2967
2024-02-13 12:00:00,3268
2024-02-13 13:00:00,3499
2024-02-13 14:00:00,3883
2024-02-13 15:00:00,3874
2024-02-13 16:00:00,4031
2024-02-13 17:00:00,4937
2024-02-13 18:00:00,5239
2024-02-13 19:00:00,4492
2024-02-13 20:00:00,4038
2024-02-13 21:00:00,4678
2024-02-13 22:00:00,3333
2024-02-13 23:00:00,2251
2024-02-14 00:00:00,1114
2024-02-14 01:00:00,513
2024-02-14 02:00:00,260
2024-02-14 03:00:00,186
2024-02-14 04:00:00,238
2024-02-14 05:00:00,623
2024-02-14 06:00:00,1578
2024-02-14 07:00:00,3839
2024-02-14 08:00:00,5346
2024-02-14 09:00:00,5437
2024-02-14 10:00:00,5140
2024-02-14 11:00:00,5445
2024-02-14 12:00:00,5768
2024-02-14 13:00:00,5800
2024-02-14 14:00:00,6351
2024-02-14 15:00:00,6898
2024-02-14 16:00:00,7003
2024-02-14 17:00:00,8249
2024-02-14 18:00:00,9264
2024-02-14 19:00:00,8368
2024-02-14 20:00:00,6585
2024-02-14 21:00:00,6258
2024-02-14 22:00:00,5337
2024-02-14 23:00:00,3795
2024-02-15 00:00:00,1756
2024-02-15 01:00:00,787
2024-02-15 02:00:00,466
2024-02-15 03:00:00,310
2024-02-15 04:00:00,328
2024-02-15 05:00:00,597
2024-02-15 06:00:00,1649
2024-02-15 07:00:00,3716
2024-02-15 08:00:00,5184
2024-02-15 09:00:00,5199
2024-02-15 10:00:00,5081
2024-02-15 11:00:00,5262
2024-02-15 12:00:00,5593
2024-02-15 13:00:00,5739
2024-02-15 14:00:00,6374
2024-02-15 15:00:00,6464
2024-02-15 16:00:00,6735
2024-02-15 17:00:00,7553
2024-02-15 18:00:00,8402
2024-02-15 19:00:00,7168
2024-02-15 20:00:00,6736
2024-02-15 21:00:00,6913
2024-02-15 22:00:00,5786
2024-02-15 23:00:00,4044
2024-02-16 00:00:00,2256
2024-02-16 01:00:00,1217
2024-02-16 02:00:00,726
2024-02-16 03:00:00,478
2024-02-16 04:00:00,364
2024-02-16 05:00:00,576
2024-02-16 06:00:00,1319
2024-02-16 07:00:00,2757
2024-02-16 08:00:00,3864
2024-02-16 09:00:00,4260
2024-02-16 10:00:00,4714
2024-02-16 11:00:00,4826
2024-02-16 12:00:00,5181
2024-02-16 13:00:00,5385
2024-02-16 14:00:00,5785
2024-02-16 15:00:00,5992
2024-02-16 16:00:00,5850
2024-02-16 17:00:00,6294
2024-02-16 18:00:00,6663
2024-02-16 19:00:00,6310
2024-02-16 20:00:00,4890
2024-02-16 21:00:00,5520
2024-02-16 22:00:00,5565
2024-02-16 23:00:00,4780
2024-02-17 00:00:00,4079
2024-02-17 01:00:00,3402
2024-02-17 02:00:00,2502
2024-02-17 03:00:00,1548
2024-02-17 04:00:00,808
2024-02-17 05:00:00,369
2024-02-17 06:00:00,627
2024-02-17 07:00:00,1051
2024-02-17 08:00:00,1594
2024-02-17 09:00:00,2542
2024-02-17 10:00:00,3332
2024-02-17 11:00:00,4262
2024-02-17 12:00:00,4715
2024-02-17 13:00:00,5087
2024-02-17 14:00:00,5256
2024-02-17 15:00:00,5435
2024-02-17 16:00:00,5540
2024-02-17 17:00:00,6119
2024-02-17 18:00:00,6273
2024-02-17 19:00:00,5830
2024-02-17 20:00:00,5181
2024-02-17 21:00:00,5301
2024-02-17 22:00:00,5767
2024-02-17 23:00:00,5307
2024-02-18 00:00:00,4710
2024-02-18 01:00:00,3923
2024-02-18 02:00:00,2794
2024-02-18 03:00:00,1940
2024-02-18 04:00:00,861
2024-02-18 05:00:00,344
2024-02-18 06:00:00,625
2024-02-18 07:00:00,900
2024-02-18 08:00:00,1449
2024-02-18 09:00:00,2498
2024-02-18 10:00:00,3434
2024-02-18 11:00:00,4294
2024-02-18 12:00:00,4740
2024-02-18 13:00:00,5027
2024-02-18 14:00:00,5045
2024-02-18 15:00:00,5139
2024-02-18 16:00:00,5337
2024-02-18 17:00:00,5326
2024-02-18 18:00:00,5137
2024-02-18 19:00:00,4391
2024-02-18 20:00:00,3875
2024-02-18 21:00:00,3612
2024-02-18 22:00:00,3343
2024-02-18 23:00:00,2688
2024-02-19 00:00:00,1747
2024-02-19 01:00:00,869
2024-02-19 02:00:00,588
2024-02-19 03:00:00,386
2024-02-19 04:00:00,314
2024-02-19 05:00:00,348
2024-02-19 06:00:00,778
2024-02-19 07:00:00,1369
2024-02-19 08:00:00,2195
2024-02-19 09:00:00,3085
2024-02-19 10:00:00,3655
2024-02-19 11:00:00,4047
2024-02-19 12:00:00,4532
2024-02-19 13:00:00,4665
2024-02-19 14:00:00,5057
2024-02-19 15:00:00,5128
2024-02-19 16:00:00,5280
2024-02-19 17:00:00,5008
2024-02-19 18:00:00,5007
2024-02-19 19:00:00,4327
2024-02-19 20:00:00,4028
2024-02-19 21:00:00,3524
2024-02-19 22:00:00,2794
2024-02-19 23:00:00,1820
2024-02-20 00:00:00,882
2024-02-20 01:00:00,351
2024-02-20 02:00:00,223
2024-02-20 03:00:00,126
2024-02-20 04:00:00,201
2024-02-20 05:00:00,525
2024-02-20 06:00:00,1458
2024-02-20 07:00:00,3043
2024-02-20 08:00:00,4457
2024-02-20 09:00:00,4907
2024-02-20 10:00:00,4844
2024-02-20 11:00:00,4995
2024-02-20 12:00:00,5317
2024-02-20 13:00:00,5352
2024-02-20 14:00:00,5666
2024-02-20 15:00:00,5550
2024-02-20 16:00:00,5699
2024-02-20 17:00:00,6569
2024-02-20 18:00:00,7125
2024-02-20 19:00:00,5802
2024-02-20 20:00:00,5574
2024-02-20 21:00:00,5633
2024-02-20 22:00:00,4220
2024-02-20 23:00:00,2399
2024-02-21 00:00:00,1115
2024-02-21 01:00:00,424
2024-02-21 02:00:00,241
2024-02-21 03:00:00,164
2024-02-21 04:00:00,217
2024-02-21 05:00:00,496
2024-02-21 06:00:00,1489
2024-02-21 07:00:00,3261
2024-02-21 08:00:00,4713
2024-02-21 09:00:00,4824
2024-02-21 10:00:00,5000
2024-02-21 11:00:00,5050
2024-02-21 12:00:00,5574
2024-02-21 13:00:00,5458
2024-02-21 14:00:00,5758
2024-02-21 15:00:00,6097
2024-02-21 16:00:00,6102
2024-02-21 17:00:00,7033
2024-02-21 18:00:00,7510
2024-02-21 19:00:00,6658
2024-02-21 20:00:00,6279
2024-02-21 21:00:00,6404
2024-02-21 22:00:00,4904
2024-02-21 23:00:00,2739
2024-02-22 00:00:00,1362
2024-02-22 01:00:00,675
2024-02-22 02:00:00,371
2024-02-22 03:00:00,257
2024-02-22 04:00:00,317
2024-02-22 05:00:00,569
2024-02-22 06:00:00,1617
2024-02-22 07:00:00,3414
2024-02-22 08:00:00,4664
2024-02-22 09:00:00,5020
2024-02-22 10:00:00,5262
2024-02-22 11:00:00,5385
2024-02-22 12:00:00,5686
2024-02-22 13:00:00,5920
2024-02-22 14:00:00,6259
2024-02-22 15:00:00,6483
2024-02-22 16:00:00,7318
2024-02-22 17:00:00,7472
2024-02-22 18:00:00,7751
2024-02-22 19:00:00,7388
2024-02-22 20:00:00,6746
2024-02-22 21:00:00,6714
2024-02-22 22:00:00,5702
2024-02-22 23:00:00,3943
2024-02-23 00:00:00,2207
2024-02-23 01:00:00,1150
2024-02-23 02:00:00,653
2024-02-23 03:00:00,423
2024-02-23 04:00:00,368
2024-02-23 05:00:00,521
2024-02-23 06:00:00,1288
2024-02-23 07:00:00,2771
2024-02-23 08:00:00,3546
2024-02-23 09:00:00,4002
2024-02-23 10:00:00,4440
2024-02-23 11:00:00,4775
2024-02-23 12:00:00,5275
2024-02-23 13:00:00,5423
2024-02-23 14:00:00,5850
2024-02-23 15:00:00,6128
2024-02-23 16:00:00,5711
2024-02-23 17:00:00,6267
2024-02-23 18:00:00,6691
2024-02-23 19:00:00,6274
2024-02-23 20:00:00,5093
2024-02-23 21:00:00,5375
2024-02-23 22:00:00,5817
2024-02-23 23:00:00,5304
2024-02-24 00:00:00,4566
2024-02-24 01:00:00,3956
2024-02-24 02:00:00,2846
2024-02-24 03:00:00,1784
2024-02-24 04:00:00,910
2024-02-24 05:00:00,405
2024-02-24 06:00:00,658
2024-02-24 07:00:00,1151
2024-02-24 08:00:00,1912
2024-02-24 09:00:00,2864
2024-02-24 10:00:00,3959
2024-02-24 11:00:00,4732
2024-02-24 12:00:00,5246
2024-02-24 13:00:00,5523
2024-02-24 14:00:00,5622
2024-02-24 15:00:00,6072
2024-02-24 16:00:00,6524
2024-02-24 17:00:00,6781
2024-02-24 18:00:00,6971
2024-02-24 19:00:00,6886
2024-02-24 20:00:00,5928
2024-02-24 21:00:00,5969
2024-02-24 22:00:00,6726
2024-02-24 23:00:00,6253
2024-02-25 00:00:00,5384
2024-02-25 01:00:00,4517
2024-02-25 02:00:00,3490
2024-02-25 03:00:00,2248
2024-02-25 04:00:00,1129
2024-02-25 05:00:00,480
2024-02-25 06:00:00,728
2024-02-25 07:00:00,1007
2024-02-25 08:00:00,1596
2024-02-25 09:00:00,2649
2024-02-25 10:00:00,3713
2024-02-25 11:00:00,4354
2024-02-25 12:00:00,4700
2024-02-25 13:00:00,5045
2024-02-25 14:00:00,5253
2024-02-25 15:00:00,5192
2024-02-25 16:00:00,5412
2024-02-25 17:00:00,5316
2024-02-25 18:00:00,5132
2024-02-25 19:00:00,4459
2024-02-25 20:00:00,3736
2024-02-25 21:00:00,3498
2024-02-25 22:00:00,2591
2024-02-25 23:00:00,1905
2024-02-26 00:00:00,976
2024-02-26 01:00:00,452
2024-02-26 02:00:00,189
2024-02-26 03:00:00,182
2024-02-26 04:00:00,201
2024-02-26 05:00:00,576
2024-02-26 06:00:00,1534
2024-02-26 07:00:00,3232
2024-02-26 08:00:00,4256
2024-02-26 09:00:00,4302
2024-02-26 10:00:00,4654
2024-02-26 11:00:00,4497
2024-02-26 12:00:00,4565
2024-02-26 13:00:00,4553
2024-02-26 14:00:00,4937
2024-02-26 15:00:00,5278
2024-02-26 16:00:00,5061
2024-02-26 17:00:00,5403
2024-02-26 18:00:00,5928
2024-02-26 19:00:00,4918
2024-02-26 20:00:00,4492
2024-02-26 21:00:00,4295
2024-02-26 22:00:00,3306
2024-02-26 23:00:00,2120
2024-02-27 00:00:00,1088
2024-02-27 01:00:00,476
2024-02-27 02:00:00,195
2024-02-27 03:00:00,150
2024-02-27 04:00:00,214
2024-02-27 05:00:00,531
2024-02-27 06:00:00,1562
2024-02-27 07:00:00,3493
2024-02-27 08:00:00,4661
2024-02-27 09:00:00,4764
2024-02-27 10:00:00,4568
2024-02-27 11:00:00,4856
2024-02-27 12:00:00,4955
2024-02-27 13:00:00,5249
2024-02-27 14:00:00,5747
2024-02-27 15:00:00,6115
2024-02-27 16:00:00,6128
2024-02-27 17:00:00,7833
2024-02-27 18:00:00,9532
2024-02-27 19:00:00,8856
2024-02-27 20:00:00,7319
2024-02-27 21:00:00,6228
2024-02-27 22:00:00,4505
2024-02-27 23:00:00,2676
2024-02-28 00:00:00,1271
2024-02-28 01:00:00,515
2024-02-28 02:00:00,304
2024-02-28 03:00:00,176
2024-02-28 04:00:00,255
2024-02-28 05:00:00,570
2024-02-28 06:00:00,1556
2024-02-28 07:00:00,3641
2024-02-28 08:00:00,4912
2024-02-28 09:00:00,4999
2024-02-28 10:00:00,5019
2024-02-28 11:00:00,5058
2024-02-28 12:00:00,5282
2024-02-28 13:00:00,5773
2024-02-28 14:00:00,6717
2024-02-28 15:00:00,6376
2024-02-28 16:00:00,6452
2024-02-28 17:00:00,7224
2024-02-28 18:00:00,7316
2024-02-28 19:00:00,6123
2024-02-28 20:00:00,6336
2024-02-28 21:00:00,6380
2024-02-28 22:00:00,5331
2024-02-28 23:00:00,3403
2024-02-29 00:00:00,1697
2024-02-29 01:00:00,733
2024-02-29 02:00:00,394
2024-02-29 03:00:00,290
2024-02-29 04:00:00,264
2024-02-29 05:00:00,635
2024-02-29 06:00:00,1615
2024-02-29 07:00:00,3696
2024-02-29 08:00:00,4958
2024-02-29 09:00:00,5399
2024-02-29 10:00:00,5304
2024-02-29 11:00:00,5456
2024-02-29 12:00:00,5815
2024-02-29 13:00:00,5900
2024-02-29 14:00:00,6494
2024-02-29 15:00:00,6708
2024-02-29 16:00:00,7066
2024-02-29 17:00:00,8428
2024-02-29 18:00:00,9185
2024-02-29 19:00:00,7567
2024-02-29 20:00:00,7184
2024-02-29 21:00:00,7459
2024-02-29 22:00:00,6565
2024-02-29 23:00:00,4810
2024-03-01 00:00:00,2731
2024-03-01 01:00:00,1556
2024-03-01 02:00:00,905
2024-03-01 03:00:00,558
2024-03-01 04:00:00,422
2024-03-01 05:00:00,640
2024-03-01 06:00:00,1513
2024-03-01 07:00:00,2958
2024-03-01 08:00:00,4125
2024-03-01 09:00:00,4426
2024-03-01 10:00:00,4746
2024-03-01 11:00:00,4925
2024-03-01 12:00:00,5243
2024-03-01 13:00:00,5498
2024-03-01 14:00:00,6132
2024-03-01 15:00:00,6528
2024-03-01 16:00:00,6625
2024-03-01 17:00:00,7199
2024-03-01 18:00:00,7635
2024-03-01 19:00:00,6905
2024-03-01 20:00:00,5729
2024-03-01 21:00:00,6149
2024-03-01 22:00:00,6551
2024-03-01 23:00:00,5748
2024-03-02 00:00:00,4545
2024-03-02 01:00:00,3884
2024-03-02 02:00:00,2864
2024-03-02 03:00:00,1890
2024-03-02 04:00:00,902
2024-03-02 05:00:00,416
2024-03-02 06:00:00,743
2024-03-02 07:00:00,1265
2024-03-02 08:00:00,2084
2024-03-02 09:00:00,3502
2024-03-02 10:00:00,4306
2024-03-02 11:00:00,5182
2024-03-02 12:00:00,6458
2024-03-02 13:00:00,6481
2024-03-02 14:00:00,5938
2024-03-02 15:00:00,6400
2024-03-02 16:00:00,6621
2024-03-02 17:00:00,6606
2024-03-02 18:00:00,6165
2024-03-02 19:00:00,5729
2024-03-02 20:00:00,4631
2024-03-02 21:00:00,4766
2024-03-02 22:00:00,5910
2024-03-02 23:00:00,5491
2024-03-03 00:00:00,4600
2024-03-03 01:00:00,3853
2024-03-03 02:00:00,2961
2024-03-03 03:00:00,1869
2024-03-03 04:00:00,909
2024-03-03 05:00:00,408
2024-03-03 06:00:00,701
2024-03-03 07:00:00,1055
2024-03-03 08:00:00,1855
2024-03-03 09:00:00,2950
2024-03-03 10:00:00,3773
2024-03-03 11:00:00,4403
2024-03-03 12:00:00,5126
2024-03-03 13:00:00,5571
2024-03-03 14:00:00,5707
2024-03-03 15:00:00,5518
2024-03-03 16:00:00,5624
2024-03-03 17:00:00,5783
2024-03-03 18:00:00,5508
2024-03-03 19:00:00,4623
2024-03-03 20:00:00,3940
2024-03-03 21:00:00,3566
2024-03-03 22:00:00,2860
2024-03-03 23:00:00,1835
2024-03-04 00:00:00,1246
2024-03-04 01:00:00,626
2024-03-04 02:00:00,393
2024-03-04 03:00:00,199
2024-03-04 04:00:00,225
2024-03-04 05:00:00,516
2024-03-04 06:00:00,1550
2024-03-04 07:00:00,3180
2024-03-04 08:00:00,4207
2024-03-04 09:00:00,4525
2024-03-04 10:00:00,4492
2024-03-04 11:00:00,4711
2024-03-04 12:00:00,4892
2024-03-04 13:00:00,5353
2024-03-04 14:00:00,5640
2024-03-04 15:00:00,5815
2024-03-04 16:00:00,5671
2024-03-04 17:00:00,6357
2024-03-04 18:00:00,6597
2024-03-04 19:00:00,5571
2024-03-04 20:00:00,4993
2024-03-04 21:00:00,4794
2024-03-04 22:00:00,3575
2024-03-04 23:00:00,2312
2024-03-05 00:00:00,1142
2024-03-05 01:00:00,480
2024-03-05 02:00:00,240
2024-03-05 03:00:00,133
2024-03-05 04:00:00,195
2024-03-05 05:00:00,571
2024-03-05 06:00:00,1822
2024-03-05 07:00:00,3850
2024-03-05 08:00:00,5307
2024-03-05 09:00:00,5558
2024-03-05 10:00:00,5338
2024-03-05 11:00:00,5569
2024-03-05 12:00:00,5719
2024-03-05 13:00:00,5879
2024-03-05 14:00:00,6447
2024-03-05 15:00:00,7013
2024-03-05 16:00:00,6590
2024-03-05 17:00:00,6905
2024-03-05 18:00:00,7431
2024-03-05 19:00:00,6144
2024-03-05 20:00:00,5778
2024-03-05 21:00:00,5929
2024-03-05 22:00:00,4761
2024-03-05 23:00:00,2596
2024-03-06 00:00:00,1347
2024-03-06 01:00:00,594
2024-03-06 02:00:00,344
2024-03-06 03:00:00,223
2024-03-06 04:00:00,251
2024-03-06 05:00:00,522
2024-03-06 06:00:00,1540
2024-03-06 07:00:00,3603
2024-03-06 08:00:00,4929
2024-03-06 09:00:00,5080
2024-03-06 10:00:00,4898
2024-03-06 11:00:00,5142
2024-03-06 12:00:00,5979
2024-03-06 13:00:00,6252
2024-03-06 14:00:00,7001
2024-03-06 15:00:00,7276
2024-03-06 16:00:00,7671
2024-03-06 17:00:00,8370
2024-03-06 18:00:00,9101
2024-03-06 19:00:00,8265
2024-03-06 20:00:00,6610
2024-03-06 21:00:00,6258
2024-03-06 22:00:00,5464
2024-03-06 23:00:00,2927
2024-03-07 00:00:00,1547
2024-03-07 01:00:00,628
2024-03-07 02:00:00,349
2024-03-07 03:00:00,263
2024-03-07 04:00:00,274
2024-03-07 05:00:00,665
2024-03-07 06:00:00,1698
2024-03-07 07:00:00,3515
2024-03-07 08:00:00,4899
2024-03-07 09:00:00,4970
2024-03-07 10:00:00,4869
2024-03-07 11:00:00,5419
2024-03-07 12:00:00,6021
2024-03-07 13:00:00,5935
2024-03-07 14:00:00,6312
2024-03-07 15:00:00,6527
2024-03-07 16:00:00,6800
2024-03-07 17:00:00,7605
2024-03-07 18:00:00,8190
2024-03-07 19:00:00,7030
2024-03-07 20:00:00,6775
2024-03-07 21:00:00,7124
2024-03-07 22:00:00,6285
2024-03-07 23:00:00,4481
2024-03-08 00:00:00,2731
2024-03-08 01:00:00,1590
2024-03-08 02:00:00,821
2024-03-08 03:00:00,510
2024-03-08 04:00:00,451
2024-03-08 05:00:00,640
2024-03-08 06:00:00,1471
2024-03-08 07:00:00,3007
2024-03-08 08:00:00,3927
2024-03-08 09:00:00,4353
2024-03-08 10:00:00,4529
2024-03-08 11:00:00,4892
2024-03-08 12:00:00,5314
2024-03-08 13:00:00,5450
2024-03-08 14:00:00,5997
2024-03-08 15:00:00,6202
2024-03-08 16:00:00,6340
2024-03-08 17:00:00,7231
2024-03-08 18:00:00,7754
2024-03-08 19:00:00,7006
2024-03-08 20:00:00,6250
2024-03-08 21:00:00,6285
2024-03-08 22:00:00,6947
2024-03-08 23:00:00,6001
2024-03-09 00:00:00,4971
2024-03-09 01:00:00,4119
2024-03-09 02:00:00,3191
2024-03-09 03:00:00,1888
2024-03-09 04:00:00,963
2024-03-09 05:00:00,426
2024-03-09 06:00:00,716
2024-03-09 07:00:00,1220
2024-03-09 08:00:00,2076
2024-03-09 09:00:00,3289
2024-03-09 10:00:00,4470
2024-03-09 11:00:00,5593
2024-03-09 12:00:00,6435
2024-03-09 13:00:00,6688
2024-03-09 14:00:00,6857
2024-03-09 15:00:00,6654
2024-03-09 16:00:00,7109
2024-03-09 17:00:00,6637
2024-03-09 18:00:00,6733
2024-03-09 19:00:00,7422
2024-03-09 20:00:00,6135
2024-03-09 21:00:00,5284
2024-03-09 22:00:00,5603
2024-03-09 23:00:00,5271
2024-03-10 00:00:00,4286
2024-03-10 01:00:00,3679
2024-03-10 03:00:00,3216
2024-03-10 04:00:00,1846
2024-03-10 05:00:00,659
2024-03-10 06:00:00,581
2024-03-10 07:00:00,1036
2024-03-10 08:00:00,1548
2024-03-10 09:00:00,2588
2024-03-10 10:00:00,3664
2024-03-10 11:00:00,4274
2024-03-10 12:00:00,5016
2024-03-10 13:00:00,5685
2024-03-10 14:00:00,6514
2024-03-10 15:00:00,5898
2024-03-10 16:00:00,5941
2024-03-10 17:00:00,5925
2024-03-10 18:00:00,5797
2024-03-10 19:00:00,4604
2024-03-10 20:00:00,4010
2024-03-10 21:00:00,3869
2024-03-10 22:00:00,3436
2024-03-10 23:00:00,2330
2024-03-11 00:00:00,1301
2024-03-11 01:00:00,600
2024-03-11 02:00:00,394
2024-03-11 03:00:00,238
2024-03-11 04:00:00,204
2024-03-11 05:00:00,558
2024-03-11 06:00:00,1573
2024-03-11 07:00:00,3524
2024-03-11 08:00:00,4825
2024-03-11 09:00:00,4761
2024-03-11 10:00:00,4654
2024-03-11 11:00:00,4784
2024-03-11 12:00:00,5136
2024-03-11 13:00:00,5103
2024-03-11 14:00:00,5603
2024-03-11 15:00:00,5809
2024-03-11 16:00:00,5845
2024-03-11 17:00:00,6334
2024-03-11 18:00:00,6325
2024-03-11 19:00:00,5349
2024-03-11 20:00:00,4930
2024-03-11 21:00:00,4919
2024-03-11 22:00:00,3789
2024-03-11 23:00:00,2366
2024-03-12 00:00:00,1517
2024-03-12 01:00:00,564
2024-03-12 02:00:00,223
2024-03-12 03:00:00,160
2024-03-12 04:00:00,195
2024-03-12 05:00:00,497
2024-03-12 06:00:00,1535
2024-03-12 07:00:00,3540
2024-03-12 08:00:00,4956
2024-03-12 09:00:00,5250
2024-03-12 10:00:00,5060
2024-03-12 11:00:00,5159
2024-03-12 12:00:00,5560
2024-03-12 13:00:00,5523
2024-03-12 14:00:00,6086
2024-03-12 15:00:00,6344
2024-03-12 16:00:00,6337
2024-03-12 17:00:00,7102
2024-03-12 18:00:00,7608
2024-03-12 19:00:00,6321
2024-03-12 20:00:00,6019
2024-03-12 21:00:00,5878
2024-03-12 22:00:00,5032
2024-03-12 23:00:00,3152
2024-03-13 00:00:00,1533
2024-03-13 01:00:00,601
2024-03-13 02:00:00,338
2024-03-13 03:00:00,189
2024-03-13 04:00:00,229
2024-03-13 05:00:00,570
2024-03-13 06:00:00,1550
2024-03-13 07:00:00,3682
2024-03-13 08:00:00,5056
2024-03-13 09:00:00,5262
2024-03-13 10:00:00,5194
2024-03-13 11:00:00,5409
2024-03-13 12:00:00,5924
2024-03-13 13:00:00,5669
2024-03-13 14:00:00,6385
2024-03-13 15:00:00,6482
2024-03-13 16:00:00,6587
2024-03-13 17:00:00,7435
2024-03-13 18:00:00,7890
2024-03-13 19:00:00,7478
2024-03-13 20:00:00,6893
2024-03-13 21:00:00,6804
2024-03-13 22:00:00,5885
2024-03-13 23:00:00,3589
2024-03-14 00:00:00,1806
2024-03-14 01:00:00,891
2024-03-14 02:00:00,458
2024-03-14 03:00:00,269
2024-03-14 04:00:00,287
2024-03-14 05:00:00,539
2024-03-14 06:00:00,1491
2024-03-14 07:00:00,3647
2024-03-14 08:00:00,4823
2024-03-14 09:00:00,5299
2024-03-14 10:00:00,5312
2024-03-14 11:00:00,5798
2024-03-14 12:00:00,6021
2024-03-14 13:00:00,6301
2024-03-14 14:00:00,6794
2024-03-14 15:00:00,7151
