pickup_datetime,trips
2024-03-14 16:00:00,7453
2024-03-14 17:00:00,8331
2024-03-14 18:00:00,8775
2024-03-14 19:00:00,7909
2024-03-14 20:00:00,7624
2024-03-14 21:00:00,7488
2024-03-14 22:00:00,6952
2024-03-14 23:00:00,4858
2024-03-15 00:00:00,3229
2024-03-15 01:00:00,1729
2024-03-15 02:00:00,914
2024-03-15 03:00:00,545
2024-03-15 04:00:00,414
2024-03-15 05:00:00,611
2024-03-15 06:00:00,1368
2024-03-15 07:00:00,3118
2024-03-15 08:00:00,4391
2024-03-15 09:00:00,4648
2024-03-15 10:00:00,4885
2024-03-15 11:00:00,5161
2024-03-15 12:00:00,6089
2024-03-15 13:00:00,5689
2024-03-15 14:00:00,6505
2024-03-15 15:00:00,6745
2024-03-15 16:00:00,6476
2024-03-15 17:00:00,7666
2024-03-15 18:00:00,7748
2024-03-15 19:00:00,7114
2024-03-15 20:00:00,6128
2024-03-15 21:00:00,6319
2024-03-15 22:00:00,6715
2024-03-15 23:00:00,6000
2024-03-16 00:00:00,4870
2024-03-16 01:00:00,3975
2024-03-16 02:00:00,2755
2024-03-16 03:00:00,1729
2024-03-16 04:00:00,767
2024-03-16 05:00:00,419
2024-03-16 06:00:00,773
2024-03-16 07:00:00,1366
2024-03-16 08:00:00,2235
2024-03-16 09:00:00,3364
2024-03-16 10:00:00,4058
2024-03-16 11:00:00,4623
2024-03-16 12:00:00,5269
2024-03-16 13:00:00,5528
2024-03-16 14:00:00,5761
2024-03-16 15:00:00,6379
2024-03-16 16:00:00,6920
2024-03-16 17:00:00,7396
2024-03-16 18:00:00,7462
2024-03-16 19:00:00,6838
2024-03-16 20:00:00,6307
2024-03-16 21:00:00,6305
2024-03-16 22:00:00,7026
2024-03-16 23:00:00,6531
2024-03-17 00:00:00,5368
2024-03-17 01:00:00,4187
2024-03-17 02:00:00,2989
2024-03-17 03:00:00,1929
2024-03-17 04:00:00,1002
2024-03-17 05:00:00,593
2024-03-17 06:00:00,793
2024-03-17 07:00:00,1190
2024-03-17 08:00:00,1898
2024-03-17 09:00:00,3101
2024-03-17 10:00:00,3885
2024-03-17 11:00:00,4506
2024-03-17 12:00:00,4944
2024-03-17 13:00:00,5103
2024-03-17 14:00:00,5551
2024-03-17 15:00:00,5560
2024-03-17 16:00:00,5300
2024-03-17 17:00:00,5420
2024-03-17 18:00:00,5171
2024-03-17 19:00:00,4536
2024-03-17 20:00:00,4494
2024-03-17 21:00:00,3781
2024-03-17 22:00:00,2905
2024-03-17 23:00:00,2260
2024-03-18 00:00:00,1198
2024-03-18 01:00:00,518
2024-03-18 02:00:00,315
2024-03-18 03:00:00,254
2024-03-18 04:00:00,302
2024-03-18 05:00:00,590
2024-03-18 06:00:00,1553
2024-03-18 07:00:00,3002
2024-03-18 08:00:00,4001
2024-03-18 09:00:00,4447
2024-03-18 10:00:00,4536
2024-03-18 11:00:00,4744
2024-03-18 12:00:00,5001
2024-03-18 13:00:00,5141
2024-03-18 14:00:00,5587
2024-03-18 15:00:00,5613
2024-03-18 16:00:00,5845
2024-03-18 17:00:00,6228
2024-03-18 18:00:00,6005
2024-03-18 19:00:00,5311
2024-03-18 20:00:00,5288
2024-03-18 21:00:00,4821
2024-03-18 22:00:00,3612
2024-03-18 23:00:00,2285
2024-03-19 00:00:00,1048
2024-03-19 01:00:00,568
2024-03-19 02:00:00,271
2024-03-19 03:00:00,192
2024-03-19 04:00:00,217
2024-03-19 05:00:00,498
2024-03-19 06:00:00,1471
2024-03-19 07:00:00,3382
2024-03-19 08:00:00,4755
2024-03-19 09:00:00,5330
2024-03-19 10:00:00,5613
2024-03-19 11:00:00,5170
2024-03-19 12:00:00,5466
2024-03-19 13:00:00,5698
2024-03-19 14:00:00,6105
2024-03-19 15:00:00,6143
2024-03-19 16:00:00,6057
2024-03-19 17:00:00,6950
2024-03-19 18:00:00,7502
2024-03-19 19:00:00,6359
2024-03-19 20:00:00,6294
2024-03-19 21:00:00,6714
2024-03-19 22:00:00,4786
2024-03-19 23:00:00,3081
2024-03-20 00:00:00,1537
2024-03-20 01:00:00,657
2024-03-20 02:00:00,334
2024-03-20 03:00:00,206
2024-03-20 04:00:00,231
2024-03-20 05:00:00,518
2024-03-20 06:00:00,1570
2024-03-20 07:00:00,3318
2024-03-20 08:00:00,4626
2024-03-20 09:00:00,5099
2024-03-20 10:00:00,5067
2024-03-20 11:00:00,5376
2024-03-20 12:00:00,5481
2024-03-20 13:00:00,5571
2024-03-20 14:00:00,6264
2024-03-20 15:00:00,5921
2024-03-20 16:00:00,7185
2024-03-20 17:00:00,8337
2024-03-20 18:00:00,7382
2024-03-20 19:00:00,6940
2024-03-20 20:00:00,6762
2024-03-20 21:00:00,6961
2024-03-20 22:00:00,5705
2024-03-20 23:00:00,3595
2024-03-21 00:00:00,1750
2024-03-21 01:00:00,819
2024-03-21 02:00:00,468
2024-03-21 03:00:00,278
2024-03-21 04:00:00,280
2024-03-21 05:00:00,599
2024-03-21 06:00:00,1545
2024-03-21 07:00:00,3368
2024-03-21 08:00:00,4834
2024-03-21 09:00:00,5419
2024-03-21 10:00:00,5304
2024-03-21 11:00:00,5631
2024-03-21 12:00:00,5980
2024-03-21 13:00:00,6144
2024-03-21 14:00:00,6541
2024-03-21 15:00:00,6628
2024-03-21 16:00:00,6696
2024-03-21 17:00:00,7571
2024-03-21 18:00:00,7923
2024-03-21 19:00:00,7120
2024-03-21 20:00:00,7155
2024-03-21 21:00:00,7520
2024-03-21 22:00:00,6716
2024-03-21 23:00:00,4725
2024-03-22 00:00:00,2759
2024-03-22 01:00:00,1507
2024-03-22 02:00:00,834
2024-03-22 03:00:00,523
2024-03-22 04:00:00,366
2024-03-22 05:00:00,576
2024-03-22 06:00:00,1446
2024-03-22 07:00:00,2757
2024-03-22 08:00:00,3816
2024-03-22 09:00:00,4173
2024-03-22 10:00:00,4498
2024-03-22 11:00:00,4909
2024-03-22 12:00:00,5207
2024-03-22 13:00:00,5368
2024-03-22 14:00:00,5943
2024-03-22 15:00:00,6332
2024-03-22 16:00:00,6175
2024-03-22 17:00:00,7016
2024-03-22 18:00:00,6988
2024-03-22 19:00:00,6681
2024-03-22 20:00:00,5383
2024-03-22 21:00:00,6031
2024-03-22 22:00:00,6090
2024-03-22 23:00:00,5418
2024-03-23 00:00:00,4748
2024-03-23 01:00:00,3861
2024-03-23 02:00:00,2879
2024-03-23 03:00:00,1673
2024-03-23 04:00:00,719
2024-03-23 05:00:00,375
2024-03-23 06:00:00,741
2024-03-23 07:00:00,1134
2024-03-23 08:00:00,1767
2024-03-23 09:00:00,2911
2024-03-23 10:00:00,3943
2024-03-23 11:00:00,4763
2024-03-23 12:00:00,5391
2024-03-23 13:00:00,5435
2024-03-23 14:00:00,5748
2024-03-23 15:00:00,5587
2024-03-23 16:00:00,5799
2024-03-23 17:00:00,5270
2024-03-23 18:00:00,5513
2024-03-23 19:00:00,5533
2024-03-23 20:00:00,4881
2024-03-23 21:00:00,5409
2024-03-23 22:00:00,5948
2024-03-23 23:00:00,5727
2024-03-24 00:00:00,4904
2024-03-24 01:00:00,4067
2024-03-24 02:00:00,2910
2024-03-24 03:00:00,1832
2024-03-24 04:00:00,832
2024-03-24 05:00:00,404
2024-03-24 06:00:00,634
2024-03-24 07:00:00,1058
2024-03-24 08:00:00,1711
2024-03-24 09:00:00,2746
2024-03-24 10:00:00,3790
2024-03-24 11:00:00,4481
2024-03-24 12:00:00,5172
2024-03-24 13:00:00,5200
2024-03-24 14:00:00,5255
2024-03-24 15:00:00,5248
2024-03-24 16:00:00,5358
2024-03-24 17:00:00,5388
2024-03-24 18:00:00,5188
2024-03-24 19:00:00,4522
2024-03-24 20:00:00,4347
2024-03-24 21:00:00,3856
2024-03-24 22:00:00,2986
2024-03-24 23:00:00,2153
2024-03-25 00:00:00,1264
2024-03-25 01:00:00,619
2024-03-25 02:00:00,360
2024-03-25 03:00:00,268
2024-03-25 04:00:00,263
2024-03-25 05:00:00,500
2024-03-25 06:00:00,1403
2024-03-25 07:00:00,2935
2024-03-25 08:00:00,4011
2024-03-25 09:00:00,4512
2024-03-25 10:00:00,4480
2024-03-25 11:00:00,4642
2024-03-25 12:00:00,4887
2024-03-25 13:00:00,5089
2024-03-25 14:00:00,5356
2024-03-25 15:00:00,5450
2024-03-25 16:00:00,5286
2024-03-25 17:00:00,5865
2024-03-25 18:00:00,5903
2024-03-25 19:00:00,5164
2024-03-25 20:00:00,4920
2024-03-25 21:00:00,4567
2024-03-25 22:00:00,3639
2024-03-25 23:00:00,2267
2024-03-26 00:00:00,1227
2024-03-26 01:00:00,520
2024-03-26 02:00:00,259
2024-03-26 03:00:00,153
2024-03-26 04:00:00,190
2024-03-26 05:00:00,491
2024-03-26 06:00:00,1503
2024-03-26 07:00:00,3088
2024-03-26 08:00:00,4472
2024-03-26 09:00:00,5042
2024-03-26 10:00:00,5047
2024-03-26 11:00:00,5009
2024-03-26 12:00:00,5437
2024-03-26 13:00:00,5621
2024-03-26 14:00:00,5944
2024-03-26 15:00:00,6101
2024-03-26 16:00:00,6073
2024-03-26 17:00:00,7098
2024-03-26 18:00:00,7530
2024-03-26 19:00:00,6314
2024-03-26 20:00:00,6162
2024-03-26 21:00:00,6256
2024-03-26 22:00:00,5134
2024-03-26 23:00:00,2950
2024-03-27 00:00:00,1459
2024-03-27 01:00:00,520
2024-03-27 02:00:00,305
2024-03-27 03:00:00,189
2024-03-27 04:00:00,217
2024-03-27 05:00:00,573
2024-03-27 06:00:00,1549
2024-03-27 07:00:00,3304
2024-03-27 08:00:00,4555
2024-03-27 09:00:00,5087
2024-03-27 10:00:00,5142
2024-03-27 11:00:00,5348
2024-03-27 12:00:00,5817
2024-03-27 13:00:00,5743
2024-03-27 14:00:00,6275
2024-03-27 15:00:00,6828
2024-03-27 16:00:00,6947
2024-03-27 17:00:00,8174
2024-03-27 18:00:00,8077
2024-03-27 19:00:00,6273
2024-03-27 20:00:00,6306
2024-03-27 21:00:00,6109
2024-03-27 22:00:00,5546
2024-03-27 23:00:00,3446
2024-03-28 00:00:00,1963
2024-03-28 01:00:00,818
2024-03-28 02:00:00,379
2024-03-28 03:00:00,264
2024-03-28 04:00:00,260
2024-03-28 05:00:00,577
2024-03-28 06:00:00,1578
2024-03-28 07:00:00,3128
2024-03-28 08:00:00,4279
2024-03-28 09:00:00,4956
2024-03-28 10:00:00,5083
2024-03-28 11:00:00,5574
2024-03-28 12:00:00,6113
2024-03-28 13:00:00,5714
2024-03-28 14:00:00,6092
2024-03-28 15:00:00,6579
2024-03-28 16:00:00,6554
2024-03-28 17:00:00,6842
2024-03-28 18:00:00,7324
2024-03-28 19:00:00,7644
2024-03-28 20:00:00,6486
2024-03-28 21:00:00,6757
2024-03-28 22:00:00,5742
2024-03-28 23:00:00,4742
2024-03-29 00:00:00,3342
2024-03-29 01:00:00,1994
2024-03-29 02:00:00,1060
2024-03-29 03:00:00,635
2024-03-29 04:00:00,347
2024-03-29 05:00:00,496
2024-03-29 06:00:00,1145
2024-03-29 07:00:00,2012
2024-03-29 08:00:00,3014
2024-03-29 09:00:00,3723
2024-03-29 10:00:00,4448
2024-03-29 11:00:00,4732
2024-03-29 12:00:00,4878
2024-03-29 13:00:00,5027
2024-03-29 14:00:00,5836
2024-03-29 15:00:00,6121
2024-03-29 16:00:00,6348
2024-03-29 17:00:00,6664
2024-03-29 18:00:00,6946
2024-03-29 19:00:00,6526
2024-03-29 20:00:00,5822
2024-03-29 21:00:00,5741
2024-03-29 22:00:00,6083
2024-03-29 23:00:00,5259
2024-03-30 00:00:00,4420
2024-03-30 01:00:00,3485
2024-03-30 02:00:00,2517
2024-03-30 03:00:00,1619
2024-03-30 04:00:00,752
2024-03-30 05:00:00,350
2024-03-30 06:00:00,692
2024-03-30 07:00:00,1044
2024-03-30 08:00:00,1725
2024-03-30 09:00:00,2820
2024-03-30 10:00:00,3802
2024-03-30 11:00:00,4376
2024-03-30 12:00:00,5099
2024-03-30 13:00:00,5209
2024-03-30 14:00:00,5265
2024-03-30 15:00:00,5586
2024-03-30 16:00:00,5805
2024-03-30 17:00:00,5864
2024-03-30 18:00:00,5878
2024-03-30 19:00:00,5309
2024-03-30 20:00:00,6156
2024-03-30 21:00:00,4907
2024-03-30 22:00:00,5426
2024-03-30 23:00:00,4814
2024-03-31 00:00:00,4296
2024-03-31 01:00:00,3067
2024-03-31 02:00:00,2235
2024-03-31 03:00:00,1438
2024-03-31 04:00:00,706
2024-03-31 05:00:00,436
2024-03-31 06:00:00,757
2024-03-31 07:00:00,1033
2024-03-31 08:00:00,1700
2024-03-31 09:00:00,2706
2024-03-31 10:00:00,3887
2024-03-31 11:00:00,4345
2024-03-31 12:00:00,5009
2024-03-31 13:00:00,5173
2024-03-31 14:00:00,5285
2024-03-31 15:00:00,4917
2024-03-31 16:00:00,5048
2024-03-31 17:00:00,5067
2024-03-31 18:00:00,4733
2024-03-31 19:00:00,4355
2024-03-31 20:00:00,4430
2024-03-31 21:00:00,3998
2024-03-31 22:00:00,3131
2024-03-31 23:00:00,2017
2024-04-01 00:00:00,2
