value,count,proportion,median_fare,mean_fare,std_fare
2 (verifone),32395,0.7567864318086249,12.8,16.183560734681276,11.998225128782487
1 (creative_mobile),10411,0.24321356819137505,12.1,15.33027086735184,11.065043756660266
