metric,without_borough,with_borough,delta
kurtosis,194.818474477533,199.6156714427798,4.7972
skew,-3.8211365572826925,-4.551832331536058,-0.7307
jb_stat,61103364.3396479,64233527.27922931,3130162.9396
bp_stat,1700.2097122816772,2024.8641259634912,324.6544
rsquared,0.985319397587985,0.9856622915488215,0.0003
