borough,premium,ci_low,ci_high,pvalue
Unknown,-0.3808481752393122,-0.6994474995617347,-0.0622488509168897,0.019134132587032535
Manhattan,0.0,0.0,0.0,1.0
Brooklyn,0.15423902113152382,0.007335799592814024,0.3011422426702336,0.039605755712614446
Queens,0.8682810875086707,0.665478871287287,1.0710833037300544,4.802832257753731e-17
Bronx,2.1402101125898354,1.1096544105757427,3.170765814603928,4.6940146044800996e-05
Unmapped,2.2793576445201658,0.785038605256452,3.7736766837838793,0.00279316870049243
Staten Island,7.216583072893561,2.0332150659627732,12.39995107982435,0.006357014026325294
