value,count,proportion,median_fare,mean_fare,std_fare
Manhattan,39793,0.9296126711208709,12.1,14.141509813283745,8.486561669362539
Queens,2757,0.06440685885156286,41.5,42.16260428001451,18.999367823312213
Unknown,123,0.0028734289585572114,13.5,18.15528455284553,16.79282244826705
Brooklyn,114,0.0026631780591505863,19.1,20.707017543859646,12.277122542717125
Bronx,16,0.0003737793767228893,12.1,17.84375,15.068199129292125
